2026-06-30 16:11:00,969 | INFO | vision_stack.detector | Detector carregado via comic-text-detector native (cuda)
2026-06-30 16:17:38,529 | WARNING | typesetter.renderer | RENDER QA: ['dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'connected_lobe_boxes_missing_source_anchor_fallback', 'visual_card_font_fallback', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'safe_text_box_recomputed', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'render_on_art_suspected', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'mask_outside_balloon', 'mask_outside_balloon_critical', 'trusted_dark_visual_capacity_target', 'dark_bubble_glow_capacity_recovered', 'dark_visual_underfit_capacity_expanded', 'original_text_scale_width_limited'] â€” texto='A RECOMPENSA DA MISSÃO É......' render_bbox=[526, 5881, 648, 5941] safe_text_box=[436, 5817, 732, 6005]
2026-06-30 16:17:38,726 | WARNING | typesetter.renderer | RENDER QA: ['dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'band_edge_clipped_balloon_mask', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'connected_layout_disabled_rejected_bubble_mask', 'connected_lobe_boxes_missing_source_anchor_fallback', 'visual_card_font_fallback', 'layout_text_geometry_sanitized', 'safe_text_box_recomputed', 'trusted_dark_visual_capacity_target', 'bbox_fallback_text_anchor_preserved', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'debug_derived_bubble_mask_rejected', 'auto_dark_panel_glow_fallback', 'final_text_mask_cleanup', 'bbox_fallback_bubble_mask', 'dark_bubble_glow_capacity_recovered'] â€” texto='1.000 PONTOS.....' render_bbox=[112, 6469, 262, 6497] safe_text_box=[81, 6452, 294, 6514]
2026-06-30 16:17:40,179 | WARNING | typesetter.renderer | RENDER QA: ['band_edge_clipped_balloon_mask', 'render_text_mask_cleanup', 'layout_text_geometry_sanitized', 'safe_text_box_recomputed', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'final_text_mask_cleanup', 'tiny_bubble_inner_bbox_rejected', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='EU SOU O ANFITRIÃO?...' render_bbox=[139, 11511, 288, 11572] safe_text_box=[129, 11527, 299, 11548]
2026-06-30 16:17:40,542 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'safe_text_box_recomputed', 'final_text_mask_cleanup', 'TEXT_CLIPPED'] â€” texto='O QUE É ISSO DE UM SISTEMA QUE...' render_bbox=[535, 11943, 697, 12117] safe_text_box=[534, 11947, 702, 12104]
2026-06-30 16:17:43,570 | WARNING | typesetter.renderer | RENDER QA: ['dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'dark_text_contract_mask_rejected_overbroad', 'render_text_mask_cleanup', 'visual_card_font_fallback', 'layout_text_geometry_sanitized', 'safe_text_box_recomputed', 'trusted_dark_visual_capacity_target', 'bbox_fallback_text_anchor_preserved', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'stale_final_render_contract_dropped', 'source_text_mask_render_contract_dropped', 'debug_derived_bubble_mask_rejected', 'false_dark_white_style_neutralized', 'bbox_fallback_bubble_mask', 'false_dark_white_text_anchor_preserved', 'original_text_scale_width_limited'] â€” texto='Isso mesmo!...' render_bbox=[297, 15324, 394, 15347] safe_text_box=[263, 15312, 428, 15359]
2026-06-30 16:17:53,092 | WARNING | typesetter.renderer | RENDER QA: ['band_edge_clipped_text_mask', 'candidate_crop_direct_paddle_reocr', 'dark_bubble_oval_reocr', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'dark_visual_safe_width_limited', 'false_dark_white_style_neutralized', 'false_light_bubble_dark_fill_blocked', 'false_light_dark_bubble_promoted_to_white', 'original_text_scale_min_underflow', 'original_text_scale_size_experiment', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'text_contract_direct_fill', 'visual_text_only_inpaint_contract', 'page_space_aux_bbox_scrubbed', 'mask_outside_balloon', 'mask_outside_balloon_critical', 'source_text_mask_render_contract_dropped', 'dark_oval_safe_expansion_limited_to_visible_balloon', 'dark_oval_safe_clipped_to_visible_balloon', 'safe_text_box_capacity_synced', 'dark_visual_underfit_capacity_expanded', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='ENTÃO VOCÊ ESTÁ DIZENDO QUE EU...' render_bbox=[445, 24723, 631, 24873] safe_text_box=[417, 24513, 631, 24660]
2026-06-30 16:17:55,777 | WARNING | typesetter.renderer | RENDER QA: ['fast_fill_no_glyph_evidence', 'render_text_mask_cleanup', 'layout_text_geometry_sanitized', 'safe_text_box_recomputed', 'compact_small_text_capacity', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'stale_final_render_contract_dropped', 'weak_text_residual_after_inpaint', 'source_text_mask_render_contract_dropped', 'mask_outside_balloon'] â€” texto='O QUE É ISSO?...' render_bbox=[474, 31547, 631, 31567] safe_text_box=[474, 31547, 632, 31566]
2026-06-30 16:17:56,734 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'safe_text_box_recomputed', 'final_text_mask_cleanup', 'TEXT_CLIPPED'] â€” texto='FELIZMENTE, CONSEGUI EVITÁ-LO!...' render_bbox=[107, 12852, 284, 12955] safe_text_box=[118, 12838, 267, 12966]
2026-06-30 16:17:57,966 | WARNING | typesetter.renderer | RENDER QA: ['dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'visual_card_font_fallback', 'trusted_dark_visual_capacity_target', 'safe_text_box_recomputed', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'auto_dark_panel_glow_fallback', 'mask_outside_balloon', 'mask_outside_balloon_critical', 'rendered_with_review_fallback', 'dark_bubble_glow_capacity_recovered', 'original_text_scale_width_limited'] â€” texto='USE A HABILIDADE DE EVASÃO IME...' render_bbox=[275, 1087, 465, 1147] safe_text_box=[198, 1000, 547, 1235]
2026-06-30 16:18:03,303 | WARNING | typesetter.renderer | RENDER QA: ['negative_pass_attached_promoted', 'dark_bubble_negative_evidence', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'dark_connected_lobe_anchor_component_filtered', 'visual_text_only_inpaint_contract', 'band_edge_clipped_balloon_mask', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'single_text_false_connected_split_disabled', 'visual_card_font_fallback', 'trusted_dark_visual_capacity_target', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'auto_dark_panel_glow_fallback', 'mask_outside_balloon', 'mask_outside_balloon_critical', 'rendered_with_review_fallback', 'dark_bubble_glow_capacity_recovered', 'original_text_scale_width_limited'] â€” texto='O ANFITRIÃO NÃO ESTÁ AUTORIZAD...' render_bbox=[123, 4490, 344, 4640] safe_text_box=[33, 4388, 437, 4774]
2026-06-30 16:18:10,992 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'safe_text_box_recomputed', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'final_text_mask_cleanup'] â€” texto='ENTÃO ME CONTE! COMO CONSTRUIR...' render_bbox=[80, 2169, 327, 2303] safe_text_box=[77, 2157, 327, 2325]
2026-06-30 16:18:13,853 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'safe_text_box_recomputed', 'stale_final_render_contract_dropped', 'page_space_aux_bbox_scrubbed', 'source_text_mask_render_contract_dropped', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='SEMIDEUSES, SEMI-DEMÔNIOS? VOC...' render_bbox=[507, 72738, 709, 72946] safe_text_box=[510, 72770, 706, 72879]
2026-06-30 16:18:14,468 | WARNING | typesetter.renderer | RENDER QA: ['candidate_crop_direct_paddle_reocr', 'dark_bubble_oval_reocr', 'partial_dark_bubble_lobe_reocr', 'detected_dark_bubble_without_text_reocr', 'dark_bubble_ellipse_bbox_mask', 'dark_bubble_recovered_text_bbox_floor', 'balloon_outline_components_removed', 'bubble_clip_preserved_raw_text', 'dark_connected_lobe_anchor_component_filtered', 'broad_connected_bubble_mask_rejected', 'dark_connected_lobe_mask_rebuilt_from_glyphs', 'visual_text_only_inpaint_contract', 'dark_text_contract_mask_rejected_overbroad', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'dark_connected_bubble_mask_undercovered_text_contract', 'text_mask_undercovered_ocr_text', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'trusted_dark_visual_capacity_target', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'fit_below_minimum_legible', 'weak_text_residual_after_inpaint', 'dark_panel_style_grouped', 'mask_outside_balloon', 'mask_outside_balloon_critical', 'TEXT_CLIPPED', 'TEXT_OVERFLOW'] â€” texto='ISCORD.GG/XZEKN8V...' render_bbox=[289, 11279, 526, 11313] safe_text_box=[218, 11286, 597, 11307]
